,longitude,latitude,time,predicted_precip
0,-74.62500762939453,5.774997711181641,2023-09-30,82.73438
0,-74.62500762939453,5.774997711181641,2023-10-31,184.92477
0,-74.62500762939453,5.774997711181641,2023-11-30,202.49742
0,-74.62500762939453,5.774997711181641,2023-12-31,187.49352
0,-74.62500762939453,5.824996948242188,2023-09-30,94.3925
0,-74.62500762939453,5.824996948242188,2023-10-31,210.35672
0,-74.62500762939453,5.824996948242188,2023-11-30,185.55331
0,-74.62500762939453,5.824996948242188,2023-12-31,197.88397
0,-74.62500762939453,5.875,2023-09-30,102.444626
0,-74.62500762939453,5.875,2023-10-31,217.61514
0,-74.62500762939453,5.875,2023-11-30,172.97401
0,-74.62500762939453,5.875,2023-12-31,193.48811
0,-74.57500457763672,5.774997711181641,2023-09-30,76.91071
0,-74.57500457763672,5.774997711181641,2023-10-31,190.78252
0,-74.57500457763672,5.774997711181641,2023-11-30,200.11086
0,-74.57500457763672,5.774997711181641,2023-12-31,220.68588
0,-74.57500457763672,5.824996948242188,2023-09-30,77.86547
0,-74.57500457763672,5.824996948242188,2023-10-31,198.46387
0,-74.57500457763672,5.824996948242188,2023-11-30,182.67403
0,-74.57500457763672,5.824996948242188,2023-12-31,197.3201
0,-74.57500457763672,5.875,2023-09-30,80.03646
0,-74.57500457763672,5.875,2023-10-31,207.35596
0,-74.57500457763672,5.875,2023-11-30,178.03479
0,-74.57500457763672,5.875,2023-12-31,193.13261
0,-74.57500457763672,5.924999237060547,2023-09-30,81.931335
0,-74.57500457763672,5.924999237060547,2023-10-31,201.41254
0,-74.57500457763672,5.924999237060547,2023-11-30,211.90625
0,-74.57500457763672,5.924999237060547,2023-12-31,217.07999
0,-74.57500457763672,5.974998474121094,2023-09-30,64.63296
0,-74.57500457763672,5.974998474121094,2023-10-31,202.59685
0,-74.57500457763672,5.974998474121094,2023-11-30,249.46828
0,-74.57500457763672,5.974998474121094,2023-12-31,233.72606
0,-74.57500457763672,6.125,2023-09-30,80.90591
0,-74.57500457763672,6.125,2023-10-31,214.92369
0,-74.57500457763672,6.125,2023-11-30,194.38269
0,-74.57500457763672,6.125,2023-12-31,189.72566
0,-74.57500457763672,6.174999237060547,2023-09-30,86.293625
0,-74.57500457763672,6.174999237060547,2023-10-31,233.60211
0,-74.57500457763672,6.174999237060547,2023-11-30,232.94629
0,-74.57500457763672,6.174999237060547,2023-12-31,210.08087
0,-74.5250015258789,5.824996948242188,2023-09-30,84.0441
0,-74.5250015258789,5.824996948242188,2023-10-31,184.07298
0,-74.5250015258789,5.824996948242188,2023-11-30,185.18
0,-74.5250015258789,5.824996948242188,2023-12-31,199.29362
